uniqueID,wudget,quantityAdj,pricePer,totalPricePaid,totalTaxesPaid,shipPrice,listPrice,currencyID,categoryID,listingType,auction,quantityBid,startTime,endTime,fixedTime,day,gmtHour,shippedTime,totalFeedbackN,positiveFeedbackPercent,city,state,postalCode,conditionInfo,orderStatus
118,A,1,19.69,19.69,0,4.69,15,USD,175837,FixedPriceItem,FALSE,0,3/16/19 2:54,3/16/19 2:54,3/16/19 2:54,Saturday,2:00 AM,3/17/19 1:16,1,100,Beaverton,Oregon,97005,New other ,D
119,A,1,18.99,18.99,0,0,18.99,USD,175837,FixedPriceItem,FALSE,0,3/8/19 20:22,3/8/19 20:22,3/8/19 20:22,Friday,8:00 PM,3/8/19 21:01,2242,98.8,Springfield,Oregon,97478,Used,D
120,A,1,18.98,18.98,0,0,18.98,USD,175837,FixedPriceItem,FALSE,0,5/22/19 3:37,5/22/19 3:42,5/22/19 3:42,Wednesday,3:00 AM,5/22/19 15:43,285,100,Portland,Oregon,97203,Used,D
121,A,1,18.69,18.69,0,4.69,14,USD,175837,Chinese,FALSE,1,2/25/19 1:51,2/25/19 1:51,2/25/19 1:51,Monday,1:00 AM,3/4/19 19:52,73,98.3,Medford,Oregon,97501,Used,D
122,A,1,18,18,0,4,14,USD,175837,FixedPriceItem,FALSE,0,2/20/19 22:30,2/20/19 22:30,2/20/19 22:30,Wednesday,10:00 PM,2/21/19 23:46,12388,99.8,Portland,Oregon,97206,Used,D
123,A,1,18,18,0,0,18,USD,11442,FixedPriceItem,FALSE,0,6/25/19 0:28,6/25/19 0:33,6/25/19 0:33,Tuesday,12:00 AM,6/25/19 20:48,11443,100,North Bend,Oregon,97459,Very Good,O
124,A,1,17.95,17.95,0,0,17.95,USD,175837,FixedPriceItem,FALSE,0,4/22/19 17:51,4/22/19 17:51,4/22/19 17:51,Monday,5:00 PM,4/23/19 2:59,1202,100,Portland,Oregon,97202,Used,D
125,A,1,17,17,0,0,17,USD,175837,FixedPriceItem,FALSE,0,6/10/19 20:01,6/10/19 20:05,6/10/19 20:05,Monday,8:00 PM,6/10/19 22:13,1071,100,Eugene,Oregon,97405,Used,D
126,A,1,16.5,16.5,0,6.5,10,USD,175837,FixedPriceItem,FALSE,0,1/1/19 8:23,1/1/19 8:23,1/1/19 8:23,Tuesday,8:00 AM,1/4/19 17:13,9,100,Eugene,Oregon,97402,Used,D
127,A,1,15.18,15.18,0,4.69,10.49,USD,175837,Chinese,TRUE,2,6/1/19 0:04,6/8/19 0:04,6/8/19 0:04,Saturday,12:00 AM,6/8/19 17:12,11,0,West Linn,Oregon,97068,Used,D
128,A,6,18.33333333,110,0,0,110,USD,175837,FixedPriceItem,FALSE,0,6/26/19 18:43,6/26/19 20:11,6/26/19 20:11,Wednesday,8:00 PM,6/27/19 22:26,10,100,Kingston,Ontario,0,Used,O
129,A,2,19.99,39.98,0,0,39.98,USD,175837,FixedPriceItem,FALSE,0,5/15/19 23:46,5/15/19 23:50,5/15/19 23:50,Wednesday,11:00 PM,5/16/19 19:53,4,100,Broken Arrow,Oklahoma,74012,Used,D
130,A,1,20.24,20.24,0,5.25,14.99,USD,175837,Chinese,FALSE,1,3/4/19 19:58,3/4/19 19:58,3/4/19 19:58,Monday,7:00 PM,3/12/19 19:46,20,100,Oklahoma City,Oklahoma,73107,Used,D
131,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/5/19 5:09,5/4/19 0:00,5/4/19 0:00,Saturday,12:00 AM,5/6/19 2:01,568,100,Oklahoma City,Oklahoma,73107,Used,D
132,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/20/19 19:51,5/20/19 19:54,5/20/19 19:54,Monday,7:00 PM,5/22/19 20:15,1138,100,Tahlequah,Oklahoma,74464,Used,D
133,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,3/29/19 20:21,3/29/19 20:21,3/29/19 20:21,Friday,8:00 PM,3/29/19 20:31,575,100,Yukon,Oklahoma,73099,Used,D
134,C,1,27.53,27.53,0,0,25,USD,9972,FixedPriceItem,FALSE,0,6/18/19 23:41,6/18/19 23:45,,Saturday,12:00 AM,6/19/19 17:54,3091,100,Hamilton,Ohio,45013,Used,D
135,A,1,19.9,19.9,0,0,19.9,USD,175837,FixedPriceItem,FALSE,0,1/19/19 2:12,1/19/19 2:12,1/19/19 2:12,Saturday,2:00 AM,1/19/19 3:56,3683,99.9,Dayton,Ohio,45420,Used,D
136,A,1,18.98,18.98,0,2.99,15.99,USD,175837,FixedPriceItem,FALSE,0,2/14/19 3:14,2/14/19 3:14,2/14/19 3:14,Thursday,3:00 AM,2/14/19 14:40,314,100,Perrysburg,Ohio,43551,Used,D
137,A,5,18.99,94.95,0,0,94.95,USD,175837,FixedPriceItem,FALSE,0,6/26/19 18:47,6/26/19 19:00,6/26/19 19:00,Wednesday,7:00 PM,6/27/19 14:50,15580,99.8,Charlotte,North Carolina,28277,Used,O
138,A,4,19.2675,77.07,0,10,60,USD,175837,FixedPriceItem,FALSE,0,6/17/19 18:40,6/17/19 18:45,6/17/19 18:45,Monday,6:00 PM,6/19/19 19:03,5,100,Whitsett,North Carolina,27377,Used,D
139,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,3/17/19 20:01,3/17/19 20:01,3/17/19 20:01,Sunday,8:00 PM,3/18/19 16:22,499,100,Boone,North Carolina,28607,Used,D
140,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,3/21/19 18:24,3/21/19 18:24,3/21/19 18:24,Thursday,6:00 PM,3/22/19 15:23,728,100,Murphy,North Carolina,28906,Used,D
141,C,1,20,20,0,0,20,USD,9972,FixedPriceItem,FALSE,0,4/15/19 2:35,5/5/19 15:15,,Saturday,12:00 AM,5/5/19 19:50,1263,92.4,Fayetteville,North Carolina,28314,Used,D
142,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,2/18/19 14:07,2/18/19 14:07,2/18/19 14:07,Monday,2:00 PM,2/18/19 23:29,1363,100,Pleasant Garden,North Carolina,27313,Used,D
143,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,2/2/19 20:29,2/2/19 20:29,2/2/19 20:29,Saturday,8:00 PM,2/5/19 18:11,5021,99.6,Walkertown,North Carolina,27051,Used,D
144,A,1,19.99,19.99,0,0,19.99,USD,2228,FixedPriceItem,FALSE,0,3/19/19 1:42,3/19/19 1:42,3/19/19 1:42,Tuesday,1:00 AM,3/20/19 1:21,15,100,Raleigh,North Carolina,27613,Like New,D
145,A,1,19,19,0,4,15,USD,175837,FixedPriceItem,FALSE,0,6/8/19 20:02,6/8/19 20:06,6/8/19 20:06,Saturday,8:00 PM,6/10/19 16:25,62,100,Weaverville,North Carolina,28787,Used,D
146,A,1,18.95,18.95,0,0,18.95,USD,175837,FixedPriceItem,FALSE,0,4/13/19 16:44,4/13/19 16:44,4/13/19 16:44,Saturday,4:00 PM,4/13/19 16:53,705,100,High Point,North Carolina,27265,Used,D
147,A,1,18,18,0,0,18,USD,175837,FixedPriceItem,FALSE,0,3/8/19 21:24,3/8/19 21:24,3/8/19 21:24,Friday,9:00 PM,3/8/19 22:31,497,100,Boone,North Carolina,28607,Used,D
148,A,1,17.99,17.99,0,0,17.99,USD,175837,FixedPriceItem,FALSE,0,6/12/19 20:18,6/12/19 20:24,6/12/19 20:24,Wednesday,8:00 PM,6/13/19 19:35,1295,99.5,Winston-Salem,North Carolina,27104,Used,D
149,A,1,16.5,16.5,0,4.49,12.01,USD,175837,Chinese,TRUE,3,3/5/19 2:56,3/5/19 2:56,3/5/19 2:56,Tuesday,2:00 AM,3/12/19 15:48,2,100,Shelby,North Carolina,28150,Used,D
150,A,1,15.85,15.85,0,7.85,8,USD,175837,Chinese,FALSE,1,3/20/19 3:13,3/20/19 3:13,3/20/19 3:13,Wednesday,3:00 AM,3/31/19 19:00,8,100,Boone,North Carolina,28607,New,D
151,A,1,15.59,15.59,0,4.49,11.1,USD,175837,Chinese,TRUE,2,3/9/19 0:01,3/9/19 0:01,3/9/19 0:01,Saturday,12:00 AM,3/14/19 15:48,0,0,Asheville,North Carolina,28801,Used,D
152,C,1,29.95,29.95,0,0,29.95,USD,9972,FixedPriceItem,FALSE,0,6/15/19 18:16,6/26/19 17:17,,Saturday,12:00 AM,\N,45,100,Elmhurst,New York,11373,Used,C
153,C,1,25.35,25.35,0,5.35,20,USD,9972,Chinese,FALSE,1,4/29/19 2:21,4/29/19 2:25,,Saturday,12:00 AM,4/29/19 16:33,57,100,Bronx,New York,10456,Used,D
154,A,1,20.53,20.53,0,4.53,16,USD,175837,Chinese,FALSE,1,6/7/19 16:17,6/7/19 16:21,6/7/19 16:21,Friday,4:00 PM,6/8/19 0:28,12,100,Brooklyn,New York,11230,Used,D
155,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,3/2/19 20:53,3/2/19 20:53,3/2/19 20:53,Saturday,8:00 PM,3/2/19 21:46,493,100,Huntington,New York,11743,Used,D
156,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/28/19 23:38,3/28/19 23:38,3/28/19 23:38,Thursday,11:00 PM,3/29/19 19:11,348,100,Flushing,New York,11355,Used,D
157,A,1,19.98,19.98,0,5,14.98,USD,175837,FixedPriceItem,FALSE,0,3/22/19 8:26,3/22/19 8:26,3/22/19 8:26,Friday,8:00 AM,3/23/19 22:24,8,100,New York,New York,10023,Used,D
158,A,1,19.49,19.49,0,4.49,15,USD,175837,FixedPriceItem,FALSE,0,2/10/19 19:33,2/10/19 19:33,2/10/19 19:33,Sunday,7:00 PM,2/17/19 13:41,0,0,Camillus,New York,13031,Used,D
159,A,1,19,19,0,0,19,USD,175837,FixedPriceItem,FALSE,0,3/5/19 9:25,3/5/19 9:25,3/5/19 9:25,Tuesday,9:00 AM,3/19/19 20:24,74,100,New Windsor,New York,12553,Used,D
160,A,1,16.75,16.75,0,2.75,14,USD,268,FixedPriceItem,FALSE,0,5/22/19 3:47,5/22/19 16:01,5/22/19 16:01,Wednesday,4:00 PM,5/23/19 3:41,0,0,Pomona,New York,10970,Like New,D
161,A,1,16.73,16.73,0,4.53,12.2,USD,175837,Chinese,TRUE,2,2/28/19 22:17,2/28/19 22:17,2/28/19 22:17,Thursday,10:00 PM,3/8/19 22:51,2,0,Brooklyn,New York,11218,Used,D
162,A,1,16.53,16.53,0,4.53,12,USD,175837,Chinese,FALSE,1,5/16/19 23:28,5/26/19 23:28,5/26/19 23:28,Sunday,11:00 PM,5/28/19 9:50,1,0,Massapequa,New York,11758,Used,D
163,A,1,16.5,16.5,0,0,14.99,USD,175837,FixedPriceItem,FALSE,0,6/16/19 15:06,6/16/19 16:04,6/16/19 16:04,Sunday,4:00 PM,6/17/19 4:40,8558,100,Hamburg,New York,14075,Used,D
164,C,1,0,0,0,0.01,25,USD,9972,FixedPriceItem,FALSE,0,2/7/19 14:23,4/15/19 18:08,,Saturday,12:00 AM,\N,2,100,Fresh Meadows,New York,11365,Used,D
165,A,2,20,40,0,0,40,USD,175837,FixedPriceItem,FALSE,0,2/23/19 23:04,2/23/19 23:04,2/23/19 23:04,Saturday,11:00 PM,2/28/19 19:24,137,100,Las Cruces,New Mexico,88005,Used,D
166,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/13/19 4:27,3/13/19 4:27,3/13/19 4:27,Wednesday,4:00 AM,3/13/19 5:11,82,0,Albuquerque,New Mexico,87111,Used,D
167,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/25/19 21:52,5/25/19 21:58,5/25/19 21:58,Saturday,9:00 PM,5/26/19 6:30,1183,100,Las Cruces,New Mexico,88011,Used,D
168,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,2/27/19 3:43,2/27/19 3:43,2/27/19 3:43,Wednesday,3:00 AM,2/27/19 4:10,182,100,Edison,New Jersey,8817,Used,D
169,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,6/12/19 13:35,6/12/19 13:58,6/12/19 13:58,Wednesday,1:00 PM,6/12/19 23:00,419,100,Runnemede,New Jersey,8078,Used,D
170,A,1,19.53,19.53,0,4.53,15,USD,175837,Chinese,FALSE,1,6/13/19 2:49,6/13/19 2:30,6/13/19 2:30,Thursday,2:00 AM,6/13/19 11:04,5,100,Harrison,New Jersey,7029,Used,D
171,A,1,19.52,19.52,0,4.53,14.99,USD,175837,FixedPriceItem,FALSE,0,5/25/19 1:33,5/25/19 1:49,5/25/19 1:49,Saturday,1:00 AM,5/25/19 9:59,226,100,Randolph,New Jersey,7869,Used,D
172,A,1,18.99,18.99,0,0,18.99,USD,175837,FixedPriceItem,FALSE,0,2/18/19 3:51,2/18/19 3:51,2/18/19 3:51,Monday,3:00 AM,2/19/19 3:15,785,100,Summit,New Jersey,7901,Used,D
173,A,1,18.77,18.77,0,3.78,14.99,USD,175837,Chinese,FALSE,1,6/12/19 2:56,6/12/19 2:30,6/12/19 2:30,Wednesday,2:00 AM,6/12/19 11:06,0,0,Hoboken,New Jersey,7030,Used,D
174,C,1,15,15,0,0,15,USD,9972,FixedPriceItem,FALSE,0,7/7/19 0:49,7/7/19 0:55,,Saturday,12:00 AM,7/7/19 1:21,312,100,Voorhees,New Jersey,8043,Used,O
175,A,1,13.53,13.53,0,4.53,9,USD,175837,FixedPriceItem,FALSE,0,7/7/19 0:51,7/7/19 0:56,7/7/19 0:56,Sunday,12:00 AM,\N,13,0,Edison,New Jersey,8820,Used,O
176,A,1,10.99,10.99,0,0,10.99,USD,171243,FixedPriceItem,FALSE,0,6/30/19 21:20,6/30/19 21:24,6/30/19 21:24,Sunday,9:00 PM,7/1/19 5:52,610,100,Toms River,New Jersey,8753,Good,O
177,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/8/19 16:34,5/8/19 16:43,5/8/19 16:43,Wednesday,4:00 PM,5/9/19 1:15,14,100,Boulder City,Nevada,89005,Used,D
178,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/20/19 21:34,5/20/19 21:42,5/20/19 21:42,Monday,9:00 PM,5/21/19 11:34,6048,99.6,Reno,Nevada,89523,Used,D
179,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/26/19 7:22,5/26/19 2:30,5/26/19 2:30,Sunday,2:00 AM,5/28/19 19:03,352,99.2,Las Vegas,Nevada,89169,Used,D
180,A,1,19.69,19.69,0,4.69,15,USD,175837,FixedPriceItem,FALSE,0,3/30/19 2:11,3/30/19 2:11,3/30/19 2:11,Saturday,2:00 AM,4/18/19 1:56,13,100,Henderson,Nevada,89015,Used,D
181,A,1,18.75,18.75,0,3.75,15,USD,175837,FixedPriceItem,FALSE,0,12/3/18 3:20,12/3/18 3:20,12/3/18 3:20,Monday,3:00 AM,12/3/18 19:05,173,98.7,Las Vegas,Nevada,89117,Used,D
182,A,1,18.5,18.5,0,0,18.5,USD,2228,FixedPriceItem,FALSE,0,5/23/19 23:02,5/23/19 23:06,5/23/19 23:06,Thursday,11:00 PM,5/24/19 7:39,0,0,Las Vegas,Nevada,89110,Like New,D
183,A,39,15.38461538,600,0,0,600,USD,175837,FixedPriceItem,FALSE,0,6/15/19 18:10,6/15/19 18:13,6/15/19 18:13,Saturday,6:00 PM,6/18/19 0:43,5164,100,Lincoln,Nebraska,68506,For parts ,D
184,A,1,21,21,0,0,21,USD,175837,FixedPriceItem,FALSE,0,1/22/19 4:48,1/22/19 4:48,1/22/19 4:48,Tuesday,4:00 AM,1/23/19 2:09,218,100,Lincoln,Nebraska,68507,Used,D
185,A,1,19.99,19.99,0,0,19.99,USD,175837,Chinese,FALSE,1,3/4/19 0:38,3/4/19 0:38,3/4/19 0:38,Monday,12:00 AM,3/4/19 16:08,2,100,Lincoln,Nebraska,68503,Used,D
186,A,1,19,19,0,0,19,USD,11442,FixedPriceItem,FALSE,0,6/29/19 3:59,6/29/19 2:30,6/29/19 2:30,Saturday,2:00 AM,7/1/19 13:41,532,99.6,Omaha,Nebraska,68127,Good,O
187,A,1,18.84,18.84,0,7.85,10.99,USD,175837,FixedPriceItem,FALSE,0,5/18/19 18:35,5/18/19 19:14,5/18/19 19:14,Saturday,7:00 PM,5/19/19 20:06,68,100,Omaha,Nebraska,68114,Used,D
188,A,1,17.75,17.75,0,2.75,15,USD,175837,FixedPriceItem,FALSE,0,3/4/19 5:40,3/4/19 5:40,3/4/19 5:40,Monday,5:00 AM,3/4/19 20:08,20,100,Lincoln,Nebraska,68508,Used,D
189,A,1,16.49,16.49,0,4.49,12,USD,175837,Chinese,FALSE,1,3/16/19 19:47,3/16/19 19:47,3/16/19 19:47,Saturday,7:00 PM,3/24/19 17:42,7,100,Lincoln,Nebraska,68528,Used,D
190,A,1,16.49,16.49,0,4.49,12,USD,175837,FixedPriceItem,FALSE,0,3/4/19 15:38,3/4/19 15:38,3/4/19 15:38,Monday,3:00 PM,3/5/19 20:52,18,100,Omaha,Nebraska,68127,Used,D
191,A,1,29.14,29.14,0,4.57,20,USD,175837,Chinese,FALSE,1,3/17/19 0:50,3/17/19 0:50,3/17/19 0:50,Sunday,12:00 AM,3/25/19 22:18,55,100,Livingston,Montana,59047,Used,D
192,A,1,19.99,19.99,0,0,19.99,USD,175837,Chinese,FALSE,1,2/19/19 22:57,2/19/19 22:57,2/19/19 22:57,Tuesday,10:00 PM,2/27/19 19:14,1043,100,Bozeman,Montana,59718,New,D
193,A,1,18.99,18.99,0,0,18.99,USD,175837,FixedPriceItem,FALSE,0,5/2/19 21:09,5/2/19 21:13,5/2/19 21:13,Thursday,9:00 PM,5/3/19 12:30,60,100,Missoula,Montana,59801,Used,D
194,A,1,18.39,18.39,0,2.99,15.4,USD,175837,FixedPriceItem,FALSE,0,6/11/19 23:01,6/11/19 23:05,6/11/19 23:05,Tuesday,11:00 PM,6/12/19 7:17,66,100,Missoula,Montana,59801,Used,D
195,A,1,18.36,18.36,0,3.36,15,USD,175837,FixedPriceItem,FALSE,0,5/27/19 6:11,5/27/19 2:30,5/27/19 2:30,Monday,2:00 AM,5/29/19 5:39,189,100,Butte,Montana,59701,Used,D
196,A,1,18,18,0,0,18,USD,175837,FixedPriceItem,FALSE,0,5/30/19 1:25,5/30/19 1:31,5/30/19 1:31,Thursday,1:00 AM,5/30/19 9:44,1282,100,Great Falls,Montana,59401,Used,D
197,C,1,25.78,25.78,0,5.78,20,USD,9972,FixedPriceItem,FALSE,0,6/24/19 3:13,6/24/19 2:30,,Saturday,12:00 AM,6/24/19 23:17,0,0,Gerald,Missouri,63037,Used,O
198,A,1,20,20,0,5,15,USD,175837,FixedPriceItem,FALSE,0,6/1/19 19:59,6/1/19 20:04,6/1/19 20:04,Saturday,8:00 PM,6/7/19 2:09,83,100,Eureka,Missouri,63025,Used,D
199,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,5/9/19 18:51,5/9/19 18:57,5/9/19 18:57,Thursday,6:00 PM,5/10/19 20:40,179,99.3,Saint Louis,Missouri,63129,Used,D
200,A,1,19.99,19.99,0,5,14.99,USD,175837,Chinese,FALSE,1,4/4/19 15:20,4/4/19 15:20,4/4/19 15:20,Thursday,3:00 PM,4/4/19 15:34,17527,100,Imperial,Missouri,63052,Used,D
201,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,3/6/19 17:42,3/6/19 17:42,3/6/19 17:42,Wednesday,5:00 PM,3/8/19 21:45,55,100,Kansas City,Missouri,64109,Used,D
202,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,4/17/19 19:35,4/17/19 19:35,4/17/19 19:35,Wednesday,7:00 PM,4/20/19 12:11,577,100,Saint Louis,Missouri,63126,Used,D
203,A,1,19.99,19.99,0,0,19.99,USD,175837,FixedPriceItem,FALSE,0,5/1/19 1:46,5/1/19 1:50,5/1/19 1:50,Wednesday,1:00 AM,5/3/19 15:44,1094,98.4,Chesterfield,Missouri,63005,Used,D
204,A,1,19.89,19.89,0,4.44,15.45,USD,175837,Chinese,TRUE,7,6/8/19 4:32,6/15/19 2:30,6/15/19 2:30,Saturday,2:00 AM,6/17/19 14:02,0,0,Saint Charles,Missouri,63304,Used,D
205,A,1,19.44,19.44,0,4.44,15,USD,175837,FixedPriceItem,FALSE,0,5/19/19 0:21,5/19/19 0:26,5/19/19 0:26,Sunday,12:00 AM,5/20/19 13:11,720,100,Dittmer,Missouri,63023,New,D
206,A,1,18.99,18.99,0,0,18.99,USD,175837,FixedPriceItem,FALSE,0,5/20/19 3:05,5/20/19 3:09,5/20/19 3:09,Monday,3:00 AM,5/20/19 11:24,602,100,Dixon,Missouri,65459,Used,D
207,A,1,18.69,18.69,0,0,18.69,USD,175837,FixedPriceItem,FALSE,0,5/26/19 23:52,5/26/19 23:56,5/26/19 23:56,Sunday,11:00 PM,5/28/19 23:09,93,100,Fenton,Missouri,63026,Used,D
208,A,1,18,18,0,0,18,USD,175837,FixedPriceItem,FALSE,0,7/2/19 2:45,7/2/19 2:30,7/2/19 2:30,Tuesday,2:00 AM,7/2/19 11:20,114,93.8,Saint Louis,Missouri,63114,Used,O
209,A,1,16.49,16.49,0,4.49,12,USD,175837,FixedPriceItem,FALSE,0,6/30/19 18:06,6/30/19 18:11,6/30/19 18:11,Sunday,6:00 PM,7/1/19 9:31,26,100,Kansas City,Missouri,64119,Used,O
210,A,1,15.4,15.4,0,0,13.99,USD,175837,FixedPriceItem,FALSE,0,6/20/19 0:17,6/20/19 0:21,6/20/19 0:21,Thursday,12:00 AM,6/20/19 9:36,2646,100,Columbia,Missouri,65203,Used,O
211,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,12/31/18 7:03,12/31/18 7:03,12/31/18 7:03,Monday,7:00 AM,1/5/19 1:11,737,100,Minneapolis,Minnesota,55433,Used,D
212,A,1,19.77,19.77,0,0,19.77,USD,175837,FixedPriceItem,FALSE,0,3/2/19 0:25,3/2/19 0:25,3/2/19 0:25,Saturday,12:00 AM,3/2/19 0:39,29,100,Minneapolis,Minnesota,55426,Used,D
213,A,1,19.5,19.5,0,0,19.5,USD,175837,FixedPriceItem,FALSE,0,3/27/19 3:34,3/27/19 3:34,3/27/19 3:34,Wednesday,3:00 AM,3/28/19 18:01,51,100,Lakeville,Minnesota,55044,Used,D
214,A,1,19.49,19.49,0,4.49,15,USD,175837,Chinese,FALSE,1,4/10/19 21:08,4/10/19 21:08,4/10/19 21:08,Wednesday,9:00 PM,4/10/19 22:03,4,0,Saint Paul,Minnesota,55124,Used,D
215,A,1,19,19,0,0,19,USD,2228,FixedPriceItem,FALSE,0,3/27/19 3:37,3/27/19 3:37,3/27/19 3:37,Wednesday,3:00 AM,3/28/19 18:00,51,100,Lakeville,Minnesota,55044,Very Good,D
216,A,1,18.77,18.77,0,0,18.77,USD,175837,FixedPriceItem,FALSE,0,5/8/19 21:34,5/8/19 21:38,5/8/19 21:38,Wednesday,9:00 PM,5/9/19 8:21,130,100,Minneapolis,Minnesota,55426,Used,D
217,A,1,16.98,16.98,0,3.99,12.99,USD,2228,Chinese,FALSE,1,5/20/19 21:32,5/20/19 21:36,5/20/19 21:36,Monday,9:00 PM,5/23/19 14:20,8,100,Minneapolis,Minnesota,55407,Like New,D
218,A,3,20.79,62.37,0,4.39,49.2,USD,175837,FixedPriceItem,FALSE,0,5/23/19 19:11,5/23/19 19:20,5/23/19 19:20,Thursday,7:00 PM,5/23/19 23:22,12,100,East Lansing,Michigan,48823,Used,D
219,A,1,25.06,25.06,0,7.03,18.03,USD,175837,FixedPriceItem,FALSE,0,5/3/19 3:35,5/3/19 3:39,5/3/19 3:39,Friday,3:00 AM,\N,4579,100,Jackson,Michigan,49202,Open box,D
220,A,1,20.44,20.44,0,4.44,16,USD,175837,Chinese,FALSE,1,6/4/19 2:59,6/4/19 2:30,6/4/19 2:30,Tuesday,2:00 AM,6/5/19 4:24,0,0,Royal Oak,Michigan,48073,Used,D
221,A,1,20,20,0,0,20,USD,175837,FixedPriceItem,FALSE,0,1/23/19 0:00,1/23/19 0:00,1/23/19 0:00,Wednesday,12:00 AM,1/25/19 12:46,7,100,Haslett,Michigan,48840,Used,D
222,A,1,20,20,0,0,20,USD,21255,FixedPriceItem,FALSE,0,2/12/19 18:16,2/12/19 18:16,2/12/19 18:16,Tuesday,6:00 PM,3/6/19 16:34,462,100,Hamtramck,Michigan,48212,\N,D
223,A,1,19.99,19.99,0,4.99,15,USD,175837,FixedPriceItem,FALSE,0,6/10/19 14:22,6/10/19 14:26,6/10/19 14:26,Monday,2:00 PM,6/11/19 21:37,1,0,Warren,Michigan,48091,Used,D
224,A,1,19.98,19.98,0,4.99,14.99,USD,175837,FixedPriceItem,FALSE,0,5/21/19 15:49,5/21/19 15:54,5/21/19 15:54,Tuesday,3:00 PM,5/22/19 16:18,49,100,Caledonia,Michigan,49316,Used,D
225,A,1,19.95,19.95,0,0,19.95,USD,175837,FixedPriceItem,FALSE,0,3/31/19 18:43,3/31/19 18:43,3/31/19 18:43,Sunday,6:00 PM,3/31/19 19:18,385,100,Macomb,Michigan,48044,Used,D
226,A,1,19.94,19.94,0,4.44,15.5,USD,175837,Chinese,TRUE,2,3/23/19 22:48,3/23/19 22:48,3/23/19 22:48,Saturday,10:00 PM,4/1/19 23:13,27,100,Flint,Michigan,48507,Open box,D
227,A,1,19.44,19.44,0,4.44,15,USD,175837,FixedPriceItem,FALSE,0,5/30/19 18:52,5/30/19 18:57,5/30/19 18:57,Thursday,6:00 PM,5/30/19 23:16,0,0,Milford,Michigan,48381,Used,D
228,A,1,19.44,19.44,0,4.44,15,USD,175837,FixedPriceItem,FALSE,0,4/13/19 22:26,4/13/19 22:26,4/13/19 22:26,Saturday,10:00 PM,4/16/19 0:51,140,100,Sault Sainte Marie,Michigan,49783,Used,D
229,A,1,19.39,19.39,0,4.39,15,USD,175837,FixedPriceItem,FALSE,0,6/5/19 2:24,6/5/19 2:30,6/5/19 2:30,Wednesday,2:00 AM,6/5/19 10:40,2,0,East Lansing,Michigan,48823,Used,D
230,A,1,19,19,0,0,19,USD,175837,FixedPriceItem,FALSE,0,4/15/19 18:29,4/15/19 18:29,4/15/19 18:29,Monday,6:00 PM,4/15/19 20:53,465,98.6,Eastpointe,Michigan,48021,Used,D
231,A,1,18.99,18.99,0,0,18.99,USD,175837,Chinese,FALSE,1,3/3/19 22:20,3/3/19 22:20,3/3/19 22:20,Sunday,10:00 PM,3/3/19 23:26,385,100,Macomb,Michigan,48044,Used,D
232,A,1,18.99,18.99,0,0,18.99,USD,175837,FixedPriceItem,FALSE,0,3/24/19 4:09,3/24/19 4:09,3/24/19 4:09,Sunday,4:00 AM,3/25/19 4:48,143,95.8,Brighton,Michigan,48116,Used,D
233,A,1,18.99,18.99,0,0,18.99,USD,175837,FixedPriceItem,FALSE,0,5/23/19 2:08,5/23/19 3:33,5/23/19 3:33,Thursday,3:00 AM,5/23/19 17:41,291,100,Williamston,Michigan,48895,Used,D
234,A,1,18.8,18.8,0,3.95,14.85,USD,175837,FixedPriceItem,FALSE,0,5/6/19 1:51,5/6/19 1:54,5/6/19 1:54,Monday,1:00 AM,5/6/19 2:00,15777,99.9,Lansing,Michigan,48906,Used,D
235,A,1,18.7,18.7,0,3.7,15,USD,175837,FixedPriceItem,FALSE,0,3/24/19 21:14,3/24/19 21:14,3/24/19 21:14,Sunday,9:00 PM,3/26/19 0:46,13,100,Ann Arbor,Michigan,48104,Used,D
